Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,Signed Using,Guaranteed,Birthplace,HomeTown,HighSchool,College,Past Pro,Past Pro 2,Twitter_id,Twitter_username,Twitter_followers,Twitter_friends,birthPlace,birthPlace_url,weight,nationality,dob,college,weeki_comment,high_school,height
215,"Carlos Boozer","LAL","$3250000","","","","","","","$3250000","","","","","","","","","","","{West Germany|Aschaffenburg}","{http://dbpedia.org/resource/West_Germany|http://dbpedia.org/resource/Aschaffenburg}",120658,"NULL","1981-11-20","Duke Blue Devils men's basketball","Carlos Austin Boozer Jr. (born November 20 1981) is an American professional basketball player who currently plays for the Chicago Bulls of the National Basketball Association (NBA). As a member of the Team USA Boozer won an Olympic bronze medal at the 2004 Summer Olympics and an Olympic gold medal at the 2008 Summer Olympics.","NULL",2.0574
450,"Carlos Delfino","LAC","$650000","$650000","$650000","$650000","$650000","","","","","","","","","","","cabezadelfino","131412 followers ","","Santa Fe Argentina","http://dbpedia.org/resource/Santa_Fe,_Argentina",104328,"NULL","1982-08-29","NULL","Carlos Francisco Delfino (born August 29 1982) is an Argentine-Italian professional basketball player who currently plays for the Milwaukee Bucks of the National Basketball Association (NBA). He holds dual citizenship in both Italy and Argentina. Delfino plays at the small forward and shooting guard positions. He stands 1.98 m (6 ft 6 in) tall and weighs 104 kg (229 lb). He is also noted for his defense and three point shooting skills.","NULL",1.9812
4,"Carmelo Anthony","NYK","$22458000","$22875000","$24559380","$26243760","$27928140","","Bird Rights","$96136140","","","","","","","","carmeloanthony","6022192 followers ","","{Brooklyn|New York}","{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York}",106596,"NULL","1984-05-29","Syracuse Orange men's basketball","Carmelo Kyam Anthony (born May 29 1984) is an American professional basketball player who plays for the New York Knicks of the National Basketball Association (NBA). After a successful high school career at Towson Catholic High School and Oak Hill Academy Anthony attended Syracuse for college where he led the Orangemen to their first National Championship in 2003. He earned the tournament's Most Outstanding Player award and was named the Most Valuable Player of NCAA East Regional.","NULL",2.032
167,"Caron Butler","DET","$4500000","$4500000","","","","","","$4500000","","","","","","","","realtuffjuice","172333 followers ","","Racine Wisconsin","http://dbpedia.org/resource/Racine,_Wisconsin",103421,"NULL","1980-03-13","Connecticut Huskies men's basketball","James Caron Butler (born March 13 1980) is an American professional basketball player who currently plays for the Oklahoma City Thunder of National Basketball Association (NBA).","NULL",2.0066
424,"Carrick Felix","UTA","$816482","","","","","","","$816482","","","","","","","","","","","Las Vegas","http://dbpedia.org/resource/Las_Vegas",91173.60000000001,"NULL","1990-08-17","Arizona State Sun Devils men's basketball","Carrick Felix (born August 17 1990) is an American professional basketball player who currently plays for the Cleveland Cavaliers of the NBA. He was selected 33rd overall by the Cavaliers in the 2013 NBA draft. Felix played college basketball at Arizona State University and was a junior when he officially declared for the draft.","Millennium High School (Goodyear Arizona)",1.9812
357,"Cartier Martin","DET","$1145685","$1270964","","","","","Minimum Salary","$1145685","","","","","","","","CartierMartin","7267 followers ","","Crockett Texas","http://dbpedia.org/resource/Crockett,_Texas",99792,"NULL","1984-11-20","Kansas State Wildcats men's basketball","Cartier Alexander Martin (born November 20 1984) is an American professional basketball player who currently plays for the Atlanta Hawks of the National Basketball Association (NBA).","NULL",2.0066
29,"Chandler Parsons","DAL","$14700000","$15361500","$16023000","","","","Cap Space","$30061500","","","","","","","","ChandlerParsons","266152 followers ","","{Florida Gators men's basketball|Casselberry Florida}","{http://dbpedia.org/resource/Florida_Gators_men's_basketball|http://dbpedia.org/resource/Casselberry,_Florida}",102967,"NULL","1988-10-25","Florida Gators men's basketball","Chandler Parsons (born October 25 1988) is an American professional basketball player for the Houston Rockets of the National Basketball Association (NBA). Parsons played college basketball at the University of Florida and was drafted by the Rockets in second round of the 2011 NBA Draft.","NULL",2.0574
82,"Channing Frye","ORL","$8175476","$7807579","$7456238","","","","Cap Space","$32000000","","","","","","","","Channing_Frye","41972 followers ","","White Plains New York","http://dbpedia.org/resource/White_Plains,_New_York",111132,"NULL","1983-05-17","Arizona Wildcats men's basketball","Channing Thomas Frye (born May 17 1983) is an American professional basketball player who currently plays for the Phoenix Suns of the NBA. His positions are center and power forward. He attended the University of Arizona. Standing at 6 ft 11 in and 245 lb Frye was selected 8th overall by the New York Knicks in the 2005 NBA Draft and was the first college senior to be selected in that draft.","NULL",2.1082
411,"Charlie Villanueva","DAL","$1316809","","","","","","Minimum Salary","","","","","","","","","CVBelieve","215008 followers ","","{New York City|Queens|New York}","{http://dbpedia.org/resource/New_York_City|http://dbpedia.org/resource/Queens|http://dbpedia.org/resource/New_York}",105235,"NULL","1984-08-24","Connecticut Huskies men's basketball","Charlie Alexander Villanueva (born August 24 1984) is a Dominican-American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). The son of immigrants from the Dominican Republic Villanueva was raised in Elmhurst Queens New York. He was drafted at the age of 20 as the seventh overall pick in the 2005 NBA Draft by the Toronto Raptors.","NULL",2.1082
152,"Chase Budinger","MIN","$5000000","$5000000","","","","","Bird Rights","$5000000","","","","","","","","CBudinger","57629 followers ","","Encinitas California","http://dbpedia.org/resource/Encinitas,_California",94802.39999999999,"NULL","1988-05-22","Arizona Wildcats men's basketball","Chase Andrew Budinger (born May 22 1988) is an American professional basketball player who currently plays for the Minnesota Timberwolves of the National Basketball Association (NBA). Budinger was the 44th pick in 2009 NBA Draft with the Detroit Pistons and was then dealt on draft night to the Houston Rockets.","NULL",2.0066
140,"Chris Andersen","MIA","$5375000","$5000000","","","","","Cap Space","$10375000","","","","","","","","","","","Long Beach California","http://dbpedia.org/resource/Long_Beach,_California",111132,"NULL","1978-07-07","Blinn College","Christopher Claus Chris Andersen (born July 7 1978) nicknamed Birdman is an American professional basketball player who currently plays for the Miami Heat of the NBA.Andersen was born in Long Beach California grew up in Iola Texas and played one year at Blinn College. Andersen began his professional career in the Chinese Basketball League and the American minor leagues. He then played in the NBA for the Denver Nuggets and the New Orleans Hornets.","NULL",2.0828
6,"Chris Bosh","MIA","$20644400","$22192730","$23741060","$25289390","$26837720","","Bird Rights","$118705300","","","","","","","","chrisbosh","1982590 followers ","","{Texas|Dallas}","{http://dbpedia.org/resource/Texas|http://dbpedia.org/resource/Dallas}",106596,"NULL","1984-03-24","Georgia Tech Yellow Jackets men's basketball","Christopher Wesson Chris Bosh (born March 24 1984) is an American professional basketball player and voice actor who currently plays for the Miami Heat of the National Basketball Association (NBA).A high school Mr. Basketball in Texas Bosh left college at Georgia Tech after one season with the Georgia Tech Yellow Jackets men's basketball team to enter the 2003 NBA Draft.","NULL",2.1082
220,"Chris Copeland","IND","$3135000","","","","","","MLE","$3135000","","","","","","","","","","","Orange New Jersey","http://dbpedia.org/resource/Orange,_New_Jersey",106596,"NULL","1984-03-17","Colorado Buffaloes men's basketball","Christopher Stephen Chris Copeland (born March 17 1984) is an American professional basketball player who currently plays for the Indiana Pacers of the National Basketball Association (NBA). He played college basketball at the University of Colorado Boulder.","NULL",2.032
416,"Chris Douglas-Roberts","BOS","$915243","","","","","","","$915243","","","","","","","","","","","Detroit","http://dbpedia.org/resource/Detroit",95256,"NULL","1987-01-08","Memphis Tigers men's basketball","Chris Douglas-Roberts (born January 8 1987) is an American professional basketball player who currently plays for the Charlotte Bobcats of the National Basketball Association (NBA). He played college basketball at the University of Memphis.","NULL",2.0066
158,"Chris Kaman","POR","$4800000","$5000000","","","","","MLE","$5800000","","","","","","","","ChrisKaman","102056 followers ","","Grand Rapids Michigan","http://dbpedia.org/resource/Grand_Rapids,_Michigan",120204,"NULL","1982-04-28","Central Michigan Chippewas men's basketball","Christopher Zane Kaman (born April 28 1982) is an American professional basketball player who currently plays for the Los Angeles Lakers of the NBA. Kaman stands 7'0 (2.13 m) and weighs 265 pounds (120 kg). He was selected sixth overall in the first round of the 2003 NBA Draft by the Los Angeles Clippers after a college basketball career at Central Michigan University.","NULL",2.1336
8,"Chris Paul","LAC","$20068563","$21468696","$22868828","$24268960","","","Bird Rights","$64406087","","","","","","","","CP3","3801234 followers ","","{North Carolina|Forsyth County North Carolina}","{http://dbpedia.org/resource/North_Carolina|http://dbpedia.org/resource/Forsyth_County,_North_Carolina}",79380,"NULL","1985-05-06","Wake Forest Demon Deacons men's basketball","Christopher Emmanuel Chris Paul (born May 6 1985) is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (NBA).Paul was born and raised in North Carolina. Despite only playing two varsity basketball seasons in high school he was a McDonald's All-American and accepted a scholarship with nearby Wake Forest University. After his sophomore year with the Demon Deacons he declared for the draft.","NULL",1.8288
126,"Chuck Hayes","TOR","$5958750","","","","","","Cap Space","$5958750","","","","","","","","c_hayes44","25629 followers ","","San Leandro California","http://dbpedia.org/resource/San_Leandro,_California",113400,"NULL","1983-06-11","Kentucky Wildcats men's basketball","Charles Edward Chuck Hayes Jr. (born June 11 1983) is an American professional basketball player who currently plays for the Toronto Raptors of the NBA. He played college basketball at the University of Kentucky from 2001 to 2005.","NULL",1.9812
459,"Cleanthony Early","NYK","$507336","$845059","","","","","Minimum Salary","$1352395","","","","","","","","","","","NULL","NULL",99338.39999999999,"NULL","1991-04-17","{Sullivan County Community College|Wichita State Shockers men's basketball}","Cleanthony Early (born April 17 1991) is an American basketball player. He was an All-American college player at Wichita State University.A 6'8 forward Early was a junior college star at Sullivan County Community College where he was the two-time Division III NJCAA Player of the Year. After considering offers from major conference schools he signed with Wichita State and coach Gregg Marshall.Early made an immediate impact for the Shockers averaging 13.9 points and 5.4 rebounds per game.","NULL",2.032
